"WorkID","CardName","CardNumber","Date","ProjectSeries","Medium","RarityOrCardType","PrintedSetNumber","FileName","LocalImagePath","ImageExists","DetailPage","SourceImageURL"
"RE-011661","Cosmo Titian","105","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","7/13","Area 54 Cards - 105 - Cosmo Titian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 105 - Cosmo Titian.jpg","True","cards/RE-011661.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20105%20-%20Cosmo%20Titian.jpg"
"RE-011662","Cosmo Titian","106","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","8/13","Area 54 Cards - 106 - Cosmo Titian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 106 - Cosmo Titian.jpg","True","cards/RE-011662.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20106%20-%20Cosmo%20Titian.jpg"
"RE-011663","Cosmo Titian","107","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","9/13","Area 54 Cards - 107 - Cosmo Titian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 107 - Cosmo Titian.jpg","True","cards/RE-011663.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20107%20-%20Cosmo%20Titian.jpg"
"RE-011664","Cosmo Titian","108","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","10/13","Area 54 Cards - 108 - Cosmo Titian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 108 - Cosmo Titian.jpg","True","cards/RE-011664.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20108%20-%20Cosmo%20Titian.jpg"
"RE-011665","Cosmo Titian","109","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","11/13","Area 54 Cards - 109 - Cosmo Titian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 109 - Cosmo Titian.jpg","True","cards/RE-011665.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20109%20-%20Cosmo%20Titian.jpg"
"RE-011666","Cosmo Titian","110","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","12/13","Area 54 Cards - 110 - Cosmo Titian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 110 - Cosmo Titian.jpg","True","cards/RE-011666.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20110%20-%20Cosmo%20Titian.jpg"
"RE-011667","Cosmo Titian","111","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","13/13","Area 54 Cards - 111 - Cosmo Titian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 111 - Cosmo Titian.jpg","True","cards/RE-011667.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20111%20-%20Cosmo%20Titian.jpg"
"RE-011668","Demi Mondaine","112","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 112 - Demi Mondaine.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 112 - Demi Mondaine.jpg","True","cards/RE-011668.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20112%20-%20Demi%20Mondaine.jpg"
"RE-011669","Demi Mondaine","113","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 113 - Demi Mondaine.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 113 - Demi Mondaine.jpg","True","cards/RE-011669.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20113%20-%20Demi%20Mondaine.jpg"
"RE-011670","Demi Mondaine","114","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 114 - Demi Mondaine.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 114 - Demi Mondaine.jpg","True","cards/RE-011670.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20114%20-%20Demi%20Mondaine.jpg"
"RE-011671","Demi Mondaine","115","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 115 - Demi Mondaine.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 115 - Demi Mondaine.jpg","True","cards/RE-011671.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20115%20-%20Demi%20Mondaine.jpg"
"RE-011672","Demi Mondaine","116","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 116 - Demi Mondaine.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 116 - Demi Mondaine.jpg","True","cards/RE-011672.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20116%20-%20Demi%20Mondaine.jpg"
"RE-011673","Demi Mondaine","117","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 117 - Demi Mondaine.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 117 - Demi Mondaine.jpg","True","cards/RE-011673.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20117%20-%20Demi%20Mondaine.jpg"
"RE-011674","Demi Mondaine","118","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 118 - Demi Mondaine.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 118 - Demi Mondaine.jpg","True","cards/RE-011674.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20118%20-%20Demi%20Mondaine.jpg"
"RE-011675","Demi Mondaine","119","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 119 - Demi Mondaine.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 119 - Demi Mondaine.jpg","True","cards/RE-011675.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20119%20-%20Demi%20Mondaine.jpg"
"RE-011676","Demi Mondaine","120","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 120 - Demi Mondaine.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 120 - Demi Mondaine.jpg","True","cards/RE-011676.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20120%20-%20Demi%20Mondaine.jpg"
"RE-011677","Aerospam Demotron","121","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 121 - Aerospam Demotron.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 121 - Aerospam Demotron.jpg","True","cards/RE-011677.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20121%20-%20Aerospam%20Demotron.jpg"
"RE-011678","Aerospam Demotron","122","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 122 - Aerospam Demotron.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 122 - Aerospam Demotron.jpg","True","cards/RE-011678.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20122%20-%20Aerospam%20Demotron.jpg"
"RE-011679","Aerospam Demotron","123","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 123 - Aerospam Demotron.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 123 - Aerospam Demotron.jpg","True","cards/RE-011679.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20123%20-%20Aerospam%20Demotron.jpg"
"RE-011680","Aerospam Demotron","124","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 124 - Aerospam Demotron.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 124 - Aerospam Demotron.jpg","True","cards/RE-011680.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20124%20-%20Aerospam%20Demotron.jpg"
"RE-011681","Aerospam Demotron","125","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 125 - Aerospam Demotron.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 125 - Aerospam Demotron.jpg","True","cards/RE-011681.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20125%20-%20Aerospam%20Demotron.jpg"
"RE-011682","Aerospam Demotron","126","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 126 - Aerospam Demotron.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 126 - Aerospam Demotron.jpg","True","cards/RE-011682.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20126%20-%20Aerospam%20Demotron.jpg"
"RE-011683","Aerospam Demotron","127","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 127 - Aerospam Demotron.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 127 - Aerospam Demotron.jpg","True","cards/RE-011683.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20127%20-%20Aerospam%20Demotron.jpg"
"RE-011684","Aerospam Demotron","128","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 128 - Aerospam Demotron.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 128 - Aerospam Demotron.jpg","True","cards/RE-011684.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20128%20-%20Aerospam%20Demotron.jpg"
"RE-011685","Aerospam Demotron","129","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 129 - Aerospam Demotron.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 129 - Aerospam Demotron.jpg","True","cards/RE-011685.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20129%20-%20Aerospam%20Demotron.jpg"
"RE-011686","Scrabismus Estropian","130","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 130 - Scrabismus Estropian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 130 - Scrabismus Estropian.jpg","True","cards/RE-011686.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20130%20-%20Scrabismus%20Estropian.jpg"
"RE-011687","Scrabismus Estropian","131","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 131 - Scrabismus Estropian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 131 - Scrabismus Estropian.jpg","True","cards/RE-011687.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20131%20-%20Scrabismus%20Estropian.jpg"
"RE-011688","Scrabismus Estropian","132","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 132 - Scrabismus Estropian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 132 - Scrabismus Estropian.jpg","True","cards/RE-011688.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20132%20-%20Scrabismus%20Estropian.jpg"
"RE-011689","Scrabismus Estropian","133","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 133 - Scrabismus Estropian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 133 - Scrabismus Estropian.jpg","True","cards/RE-011689.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20133%20-%20Scrabismus%20Estropian.jpg"
"RE-011690","Scrabismus Estropian","134","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","5/9","Area 54 Cards - 134 - Scrabismus Estropian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 134 - Scrabismus Estropian.jpg","True","cards/RE-011690.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20134%20-%20Scrabismus%20Estropian.jpg"
"RE-011691","Scrabismus Estropian","135","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 135 - Scrabismus Estropian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 135 - Scrabismus Estropian.jpg","True","cards/RE-011691.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20135%20-%20Scrabismus%20Estropian.jpg"
"RE-011692","Scrabismus Estropian","136","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 136 - Scrabismus Estropian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 136 - Scrabismus Estropian.jpg","True","cards/RE-011692.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20136%20-%20Scrabismus%20Estropian.jpg"
"RE-011693","Scrabismus Estropian","137","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 137 - Scrabismus Estropian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 137 - Scrabismus Estropian.jpg","True","cards/RE-011693.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20137%20-%20Scrabismus%20Estropian.jpg"
"RE-011694","Scrabismus Estropian","138","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 138 - Scrabismus Estropian.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 138 - Scrabismus Estropian.jpg","True","cards/RE-011694.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20138%20-%20Scrabismus%20Estropian.jpg"
"RE-011695","Cronik Comet","139","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 139 - Cronik Comet.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 139 - Cronik Comet.jpg","True","cards/RE-011695.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20139%20-%20Cronik%20Comet.jpg"
"RE-011696","Cronik Comet","140","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 140 - Cronik Comet.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 140 - Cronik Comet.jpg","True","cards/RE-011696.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20140%20-%20Cronik%20Comet.jpg"
"RE-011697","Cronik Comet","141","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 141 - Cronik Comet.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 141 - Cronik Comet.jpg","True","cards/RE-011697.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20141%20-%20Cronik%20Comet.jpg"
"RE-011698","Cronik Comet","142","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 142 - Cronik Comet.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 142 - Cronik Comet.jpg","True","cards/RE-011698.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20142%20-%20Cronik%20Comet.jpg"
"RE-011699","Cronik Comet","143","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","5/9","Area 54 Cards - 143 - Cronik Comet.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 143 - Cronik Comet.jpg","True","cards/RE-011699.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20143%20-%20Cronik%20Comet.jpg"
"RE-011700","Cronik Comet","144","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 144 - Cronik Comet.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 144 - Cronik Comet.jpg","True","cards/RE-011700.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20144%20-%20Cronik%20Comet.jpg"
"RE-011701","Cronik Comet","145","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 145 - Cronik Comet.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 145 - Cronik Comet.jpg","True","cards/RE-011701.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20145%20-%20Cronik%20Comet.jpg"
"RE-011702","Cronik Comet","146","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 146 - Cronik Comet.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 146 - Cronik Comet.jpg","True","cards/RE-011702.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20146%20-%20Cronik%20Comet.jpg"
"RE-011703","Cronik Comet","147","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 147 - Cronik Comet.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 147 - Cronik Comet.jpg","True","cards/RE-011703.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20147%20-%20Cronik%20Comet.jpg"
"RE-011704","Samboner Infaspace","148","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 148 - Samboner Infaspace.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 148 - Samboner Infaspace.jpg","True","cards/RE-011704.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20148%20-%20Samboner%20Infaspace.jpg"
"RE-011705","Samboner Infaspace","149","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 149 - Samboner Infaspace.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 149 - Samboner Infaspace.jpg","True","cards/RE-011705.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20149%20-%20Samboner%20Infaspace.jpg"
"RE-011706","Samboner Infaspace","150","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 150 - Samboner Infaspace.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 150 - Samboner Infaspace.jpg","True","cards/RE-011706.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20150%20-%20Samboner%20Infaspace.jpg"
"RE-011707","Samboner Infaspace","151","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 151 - Samboner Infaspace.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 151 - Samboner Infaspace.jpg","True","cards/RE-011707.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20151%20-%20Samboner%20Infaspace.jpg"
"RE-011708","Samboner Infaspace","152","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","5/9","Area 54 Cards - 152 - Samboner Infaspace.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 152 - Samboner Infaspace.jpg","True","cards/RE-011708.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20152%20-%20Samboner%20Infaspace.jpg"
"RE-011709","Samboner Infaspace","153","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","6/9","Area 54 Cards - 153 - Samboner Infaspace.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 153 - Samboner Infaspace.jpg","True","cards/RE-011709.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20153%20-%20Samboner%20Infaspace.jpg"
"RE-011710","Samboner Infaspace","154","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 154 - Samboner Infaspace.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 154 - Samboner Infaspace.jpg","True","cards/RE-011710.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20154%20-%20Samboner%20Infaspace.jpg"
"RE-011711","Samboner Infaspace","155","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 155 - Samboner Infaspace.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 155 - Samboner Infaspace.jpg","True","cards/RE-011711.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20155%20-%20Samboner%20Infaspace.jpg"
"RE-011712","Samboner Infaspace","156","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 156 - Samboner Infaspace.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 156 - Samboner Infaspace.jpg","True","cards/RE-011712.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20156%20-%20Samboner%20Infaspace.jpg"
"RE-011713","Schlubber","157","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","1/9","Area 54 Cards - 157 - Schlubber.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 157 - Schlubber.jpg","True","cards/RE-011713.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20157%20-%20Schlubber.jpg"
"RE-011714","Schlubber","158","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","2/9","Area 54 Cards - 158 - Schlubber.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 158 - Schlubber.jpg","True","cards/RE-011714.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20158%20-%20Schlubber.jpg"
"RE-011715","Schlubber","159","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","3/9","Area 54 Cards - 159 - Schlubber.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 159 - Schlubber.jpg","True","cards/RE-011715.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20159%20-%20Schlubber.jpg"
"RE-011716","Schlubber","160","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","4/9","Area 54 Cards - 160 - Schlubber.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 160 - Schlubber.jpg","True","cards/RE-011716.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20160%20-%20Schlubber.jpg"
"RE-011717","Schlubber","161","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Uncommon","5/9","Area 54 Cards - 161 - Schlubber.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 161 - Schlubber.jpg","True","cards/RE-011717.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20161%20-%20Schlubber.jpg"
"RE-011718","Schlubber","162","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","6/9","Area 54 Cards - 162 - Schlubber.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 162 - Schlubber.jpg","True","cards/RE-011718.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20162%20-%20Schlubber.jpg"
"RE-011719","Schlubber","163","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","7/9","Area 54 Cards - 163 - Schlubber.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 163 - Schlubber.jpg","True","cards/RE-011719.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20163%20-%20Schlubber.jpg"
"RE-011720","Schlubber","164","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Rare","8/9","Area 54 Cards - 164 - Schlubber.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 164 - Schlubber.jpg","True","cards/RE-011720.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20164%20-%20Schlubber.jpg"
"RE-011721","Schlubber","165","November 2022","Ron English's Area 54 - Cards / Packs","NFT / digital collectible card","Ultra Rare","9/9","Area 54 Cards - 165 - Schlubber.jpg","D:\github\ron-english-nfts\area-54-cards-packs\images\Area 54 Cards - 165 - Schlubber.jpg","True","cards/RE-011721.html","https://ronenglish-archive.github.io/ron-english-nfts/area-54-cards-packs/images/Area%2054%20Cards%20-%20165%20-%20Schlubber.jpg"
